SITENAME|LNG|LAT|METHOD|MODEL|VARS|WEIGHTS|NDIVISIONS|DIRECTION|GROWINGSEASON|ROTATION|PERIOD|ZONES|RESOLUTION|SCENARIO|OUTFILE|THRESHOLD
AUS_1391579852059|151.26|-27.18|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[aus,aus]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/AUS_1391579852059/|0.5
AUS_1391580238530|151.26|-27.18|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[aus,aus]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/AUS_1391580238530/|0.5
AUS_1391581441150|66.952|30.247|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[pak,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1391581441150/|0.0
GLOBAL_1391582160506|67.011|30.348|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[pak,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1391582160506/|0.0
AUS_1391582217086|148.61|-32.24|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1391582217086/|0.5
AUS_1391582480175|66.894|30.424|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[pak,aus]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/AUS_1391582480175/|0.0
AUS_1391582931263|67.099|30.475|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[pak,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1391582931263/|0.0
AUS_1391583233060|148.61|-32.24|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[aus,aus]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/AUS_1391583233060/|0.5
AUS_1391583674898|148.61|-32.24|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[aus,aus]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/AUS_1391583674898/|0.5
AUS_1391584513499|148.61|-32.24|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1391584513499/|0.5
GLOBAL_1391616016655|-77.496|1.528|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1391616016655/|0.0
GLOBAL_1391616969197|19.71|46.318|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[hun,global]|[30s,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1391616969197/|0.0
GLOBAL_1391617163071|19.71|46.318|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|3:11|tmean|[2020_2049,1960_1990]|[hun,global]|[30s,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1391617163071/|0.0
GLOBAL_1391617293964|19.71|46.318|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|3:11|none|[2020_2049,1960_1990]|[hun,global]|[30s,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1391617293964/|0.2
GLOBAL_1391617399235|-71.257|46.815|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1391617399235/|0.0
GLOBAL_1391617459099|19.71|46.318|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|3:11|tmean|[1960_1990,1960_1990]|[hun,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1391617459099/|0.5
GLOBAL_1391617683966|19.71|46.318|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|3:11|none|[2020_2049,1960_1990]|[hun,global]|[30s,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1391617683966/|0.5
GLOBAL_1391617895148|19.732|46.371|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[hun,global]|[30s,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1391617895148/|0.0
GLOBAL_1391618125527|19.732|46.371|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[hun,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1391618125527/|0.0
GLOBAL_1391618317451|17.656|46.892|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[hun,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1391618317451/|0.0
GLOBAL_1391650027197|-119.587|49.478|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[can,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1391650027197/|0.0
GLOBAL_1391686703413|25.598|-33.082|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1391686703413/|0.0
GLOBAL_1391697239759|-6.314|53.12|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[irl,global]|[30s,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1391697239759/|0.0
GLOBAL_1391697346271|-8.538|51.896|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[irl,global]|[30s,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1391697346271/|0.0
GLOBAL_1391708979372|-73.281|45.622|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[can,global]|[30s,10min]|[baseline,a2]|/var/www/analogues/outputs/GLOBAL_1391708979372/|0.0
GLOBAL_1391719183301|38.374|-1.844|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[ken,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1391719183301/|0.0
GLOBAL_1391720670705|-122.124|37.692|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1391720670705/|0.0
ITA_1391760821399|5.162|52.105|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[nld,ita]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/ITA_1391760821399/|0.0
IND_1391772463700|91.27063|27.27409|ccafs|[csiro_mk3_0,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|3:6|none|[2020_2049,1960_1990]|[btn,ind]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/IND_1391772463700/|0.0
GLOBAL_1391779247618|-72.745|44.278|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1391779247618/|0.0
GLOBAL_1391790755829|-73.831|42.68|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1391790755829/|0.0
GLOBAL_1391791323803|-74.08|4.662|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1391791323803/|0.0
GLOBAL_1391850123925|32.344|17.979|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[global,global]|[10min,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1391850123925/|0.0
GLOBAL_1391850123925|32.344|17.979|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[global,global]|[10min,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1391850123925/|0.0
GLOBAL_1391936286318|-110.92|31.273|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[2_5min,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1391936286318/|0.0
USA_1391935270691|-110.92|31.273|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[mex,usa]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/USA_1391935270691/|0.0
GLOBAL_1392002841397|-110.92|31.273|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392002841397/|0.0
AUS_1392008599930|151.26|-27.18|ccafs|[csiro_mk3_5,current]|[tmean]|[1.0]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[aus,aus]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/AUS_1392008599930/|0.5
AUS_1392008871850|151.26|-27.18|ccafs|[csiro_mk3_5,current]|[tmean]|[1.0]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[aus,aus]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/AUS_1392008871850/|1.0
GLOBAL_1392012322812|121.3214|38.6394|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[usa,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1392012322812/|0.0
GLOBAL_1392013258408|-121.328|38.616|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[usa,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1392013258408/|0.0
USA_1392031564982|-2.854|56.019|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[gbr,usa]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/USA_1392031564982/|0.0
GLOBAL_1392037201049|18.916|12.21|ccafs|[bccr_bcm2_0,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[tcd,global]|[30s,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1392037201049/|0.0
IDN_1392041217674|110.303|-7.398|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[idn,idn]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/IDN_1392041217674/|0.0
COL_1392072590777|-76.496|3.361|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[col,col]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/COL_1392072590777/|0.0
GLOBAL_1392073751086|20.671|44.532|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392073751086/|0.0
AUS_1392096448238|151.26|-27.18|ccafs|[current,bccr_bcm2_0]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[aus,aus]|[30s,30s]|[baseline,a2]|/var/www/analogues/outputs/AUS_1392096448238/|0.5
AUS_1392096900270|151.26|-27.18|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392096900270/|0.5
AUS_1392097240436|151.26|-27.18|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392097240436/|0.5
AUS_1392097676745|151.26|-27.18|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392097676745/|0.5
AUS_1392099744338|151.26|-27.18|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392099744338/|0.0
AUS_1392101928219|151.26|-27.18|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392101928219/|1.0
AUS_1392102219543|151.26|-27.18|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392102219543/|0.0
AUS_1392103372833|151.26|-27.18|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392103372833/|0.0
COL_1392148243113|-76.43|3.361|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[col,col]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/COL_1392148243113/|0.0
AUS_1392164806793|151.26|-27.18|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392164806793/|1.0
AUS_1392165028770|151.26|-27.18|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392165028770/|0.5
AUS_1392165527213|151.26|-27.18|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392165527213/|1.0
AUS_1392165738146|151.26|-27.18|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392165738146/|0.0
AUS_1392166456723|151.26|-27.18|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392166456723/|0.0
AUS_1392167223187|151.26|-27.18|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392167223187/|0.0
AUS_1392168253677|144.976|-37.872|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392168253677/|0.0
AUS_1392168522641|144.976|-35.761|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392168522641/|0.0
AUS_1392168741037|144.976|-35.761|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392168741037/|0.0
GHA_1392169078256|-1.613|6.675|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[gha,gha]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/GHA_1392169078256/|0.0
GHA_1392169137502|-1.613|6.675|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[gha,gha]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/GHA_1392169137502/|0.0
AUS_1392173931348|127.398|-28.011|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392173931348/|0.0
AUS_1392174348068|127.398|-28.011|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392174348068/|0.0
AUS_1392174822771|151.26|-27.18|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392174822771/|0.0
AUS_1392175518427|151.26|-27.18|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392175518427/|0.0
AUS_1392175815917|151.26|-27.18|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392175815917/|0.0
AUS_1392176228865|151.26|-27.18|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392176228865/|0.0
AUS_1392176584446|151.26|-27.18|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|12:2|prec|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392176584446/|0.0
AUS_1392176944832|151.26|-27.18|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:3|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392176944832/|0.0
AUS_1392177694377|151.26|-27.18|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:1|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392177694377/|0.0
AUS_1392178287532|151.26|-27.18|ccafs|[current,current]|[tmean]|[1.0]|[12,12]|none|1:1|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392178287532/|0.0
AUS_1392181301766|145.503|-43.018|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:1|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392181301766/|0.0
AUS_1392181974665|146.118|-42.177|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:1|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392181974665/|0.0
AUS_1392188400009|146.118|-42.177|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392188400009/|0.0
AUS_1392189271789|146.118|-42.177|ccafs|[current,current]|[prec]|[1.0]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392189271789/|0.0
GLOBAL_1392196474428|-85.036|13.399|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[nic,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392196474428/|0.0
GLOBAL_1392197790187|8.559|47.371|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[che,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1392197790187/|0.0
GLOBAL_1392218355073|48.489|31.263|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[irn,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392218355073/|0.0
COL_1392266026610|-73.628|4.698|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1392266026610/|0.0
COL_1392306842076|-117.028|33.217|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|both|[1960_1990,1960_1990]|[global,col]|[10min,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1392306842076/|0.0
COL_1392306991390|-117.028|33.217|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|both|[1960_1990,1960_1990]|[global,col]|[10min,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1392306991390/|0.4
COL_1392307231592|-117.028|33.217|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|both|[1960_1990,1960_1990]|[global,col]|[10min,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1392307231592/|0.6
COL_1392307370722|-117.028|33.217|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|both|[1960_1990,1960_1990]|[global,col]|[10min,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1392307370722/|0.7
COL_1392307497294|-117.028|33.217|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|both|[1960_1990,1960_1990]|[global,col]|[10min,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1392307497294/|0.2
GLOBAL_1392386407962|-81.606|41.41|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392386407962/|0.0
GLOBAL_1392621912116|77.201|31.091|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392621912116/|0.0
GLOBAL_1392635201424|16.729|-24.298|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[nam,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392635201424/|0.0
UGA_1392640649900|31.364|1.431|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[uga,uga]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/UGA_1392640649900/|0.05
GLOBAL_1392642913284|-2.239|53.458|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|prec|[1960_1990,2020_2049]|[gbr,global]|[30s,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1392642913284/|0.0
GLOBAL_1392659347907|-125.17|49.999|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392659347907/|0.0
GLOBAL_1392671511406|-0.176|51.509|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392671511406/|0.0
GLOBAL_1392687100248|77.437|8.174|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ind,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392687100248/|0.0
GLOBAL_1392687800484|80.953|26.849|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ind,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392687800484/|0.0
AUS_1392688042090|148.52|-26.0|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1392688042090/|0.0
GLOBAL_1392744831382|-123.805|46.998|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392744831382/|0.0
GLOBAL_1392747571534|-95.999|36.147|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392747571534/|0.0
GLOBAL_1392752460021|-77.265|1.078|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[col,global]|[30s,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1392752460021/|0.0
GLOBAL_1392764842145|-116.279|43.749|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1392764842145/|0.0
JPN_1392789652703|91.27166667|27.27388889|ccafs|[miroc3_2_hires,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|3:6|none|[2020_2049,1960_1990]|[btn,jpn]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/JPN_1392789652703/|0.0
